start	end	text
5425000	5427000	das pessoas para isso
5427000	5429000	porque para mim foi assim muito claro
5429000	5431000	eu só não fui embora naquela noite
5431000	5433000	foi uma madrugada, eu não tinha ninguém
5433000	5435000	comigo para me ajudar
5435000	5437000	porque algo me fez virar
5437000	5439000	para o filtro de água e eu elei
5439000	5441000	para o filtro de água e falei
5441000	5443000	eu ainda tenho uma opção
5443000	5445000	que é beber água
5445000	5447000	no lugarzinho
5447000	5449000	e foi indo, indo, indo
5449000	5451000	e eu estou viva aqui
5451000	5453000	estou aqui com vocês
5453000	5455000	mas é importante eu
5455000	5457000	eu queria passar isso para vocês
5457000	5459000	você está desde o início aqui no chat?
5459000	5461000	não
5461000	5463000	do início não
5463000	5465000	eu entrei porque eu estava sem som
5465000	5467000	eu precisei sair e voltar de perto
5467000	5469000	bem no início eu enfatizei
5469000	5471000	eu fiz um resumo
5471000	5473000	e tudo isso que está falando
5473000	5475000	não do teu caso
5475000	5477000	mas eu falei que
5477000	5479000	não nos serve nada
5479000	5481000	fazer as medidas
5481000	5483000	a
5483000	5485000	materiais externas
5485000	5487000	sem a frequência interna
5487000	5489000	sem a sintonia interna
5489000	5491000	porque se tu não estivesse
5491000	5493000	a sintonia interna
5493000	5495000	tu não vai ter calma
5495000	5497000	tu não vai ter discernimento
5497000	5499000	tudo isso falei na introdução
5499000	5501000	agora
5501000	5503000	hoje que me convidaram para falar
5503000	5505000	é
5505000	5507000	depois da preparação interna
5507000	5509000	tendo a preparação interna
5509000	5511000	nós temos que tentar
5511000	5513000	ficar aqui para aprender mais
5513000	5515000	tá
5515000	5517000	nós temos o nosso
5517000	5519000	o nosso comandante
5519000	5521000	tudo isso que estou falando para vocês
5521000	5523000	ele faz
5523000	5525000	ele tem
5525000	5527000	ele tem uma casa na montanha
5527000	5529000	ele tem bomba de água manual
5529000	5531000	instalação solar
5531000	5533000	ele tem vívores
5533000	5535000	um carro que não é eletrônico
5535000	5537000	ele faz
5537000	5539000	e vocês acham que ele não está sintonizado
5539000	5541000	alguém acha que
5541000	5543000	o comandante Luiz Antonio Peixoto
5543000	5545000	vale não está sintonizado
5545000	5547000	ou não tem capacidade
5547000	5549000	de ir para dentro quando quer
5549000	5551000	faço essa pergunta
5551000	5553000	diretamente a vocês
5553000	5555000	de jeito nenhum
5555000	5557000	eu concordo com você
5557000	5559000	então tá
5559000	5561000	eu acho que
5561000	5563000	isso a gente esquece
5563000	5565000	disso
5565000	5567000	e os DG se aproveitam disso
5567000	5569000	com certeza
5569000	5571000	é que uma coisa
5571000	5573000	não descarta a outra
5573000	5575000	esse é o objetivo
5575000	5577000	que eu quero falar para vocês
5577000	5579000	não se atenham só
5579000	5581000	na interna
5581000	5583000	ótimo
5583000	5585000	mas a interna vocês vão ter que fazer
5585000	5587000	falar tão bem que estando dentro
5587000	5589000	do interior
5589000	5591000	o que que o professor tem feito
5591000	5593000	nos últimos vídeos
5593000	5595000	principalmente o 113 e 114
5595000	5597000	o interior
5597000	5599000	com o exterior
5599000	5601000	nós não estamos
5601000	5603000	indo para o interior para fazer
5603000	5605000	uma experiência de bardo
5605000	5607000	não sei, depois a regina pode explicar para vocês
5607000	5609000	alguém que conheça mais
5609000	5611000	a filosofia do
5611000	5613000	que que é o bardo, é morrer consentemente
5613000	5615000	não é isso
5615000	5617000	que ele está nos ensinando
5617000	5619000	ele está ensinando a ir para dentro
5619000	5621000	mas manter o externo
5621000	5623000	porque
5623000	5625000	a 3D é um aprendizado
5625000	5627000	que vai nos servir para depois
5627000	5629000	não vamos
5629000	5631000	nos a ter só a preparação interna
5631000	5633000	ok
5633000	5635000	e quero que isso fique claro
5635000	5637000	é um ponto de vista
5637000	5639000	que eu tenho visto
5639000	5641000	repetidamente o comandante
5641000	5643000	ressaltar
5643000	5645000	e intensificar
5645000	5647000	o que vocês opinam?
5649000	5651000	eu opino que é isso mesmo Renato
5651000	5653000	porque você tem que
5653000	5655000	na minha modesta opinião
5655000	5657000	você tem que viver o dia a dia
5657000	5659000	como se você estivesse vendo o mundo
5659000	5661000	do interior dos interiores
5661000	5663000	o não existe
5663000	5665000	fora dentro, isso é uma ilusão dual
5665000	5667000	então quanto mais
5667000	5669000	firme
5669000	5671000	firme
5671000	5673000	é a tua percepção
5673000	5675000	dentro, mas firme
5675000	5677000	será a tua vivência
5677000	5679000	fora
5679000	5681000	você já tem um maior discernimento
5681000	5683000	eu não vou aqui falar
5683000	5685000	passei por coisas
5685000	5687000	muito bravas na minha vida
5687000	5689000	muito, muito mesmo
5689000	5691000	e como um gato
5691000	5693000	caia de pé, só que
5693000	5695000	a gente eventualmente
5695000	5697000	não sabia
5697000	5699000	o dado tanto, não tinha praticado tanto
5699000	5701000	mas é uma coisa
5701000	5703000	de levar o interno
5703000	5705000	para o externo, a postura interna
5705000	5707000	não é ficar meditando
5707000	5709000	entrar em marra samad
5709000	5711000	é você vivenciar
5711000	5713000	o dia a dia no aqui agora
5713000	5715000	enfrentando os fatos da forma
5715000	5717000	que eles se apresentam
5717000	5719000	com discernimento, clareza
5719000	5721000	e confiança
5721000	5723000	e realmente não existe interno externo
5723000	5725000	esses últimos vídeos do professor
5725000	5727000	eu tenho achado isso muito claro
5727000	5729000	que ele quer que nós
5729000	5731000	tenhamos um comportamento
5731000	5733000	reto
5733000	5735000	com discernimento
5735000	5737000	com sabedoria
5737000	5739000	isso pelo menos é como eu enxergo
5739000	5741000	alguém mais gostaria
5741000	5743000	de falar alguma coisa
5743000	5745000	eu me senti muito identificada
5745000	5747000	com o que a Déia falou
5747000	5749000	eu acho que ela tem razão
5749000	5751000	também, acho que os dois têm razão
5751000	5753000	todos temos razão, cada um tem
5753000	5755000	um ponto de vista
5755000	5757000	o que ela diz é correto
5757000	5759000	que em qualquer momento a gente pode ir embora
5759000	5761000	e nesse momento
5761000	5763000	que pode ser daqui a um segundo
5763000	5765000	é quando nós temos que reagir
5765000	5767000	e fazer
5767000	5769000	a respiração consciente
5769000	5771000	e reagir
5771000	5773000	da forma xmg
5773000	5775000	e pode ser em qualquer momento
5775000	5777000	não precisa ser depois
5777000	5779000	dos eventos endógenos
5779000	5781000	pode ser em qualquer momento
5781000	5783000	acho que o que ela coloca é muito válido
5783000	5785000	nós temos que treinar
5785000	5787000	é 24x7 mesmo
5787000	5789000	eu me senti muito identificada
5789000	5791000	com o que ela diz
5791000	5793000	continua Renato, estamos curiosos
5793000	5795000	pelo que vem agora
5795000	5797000	eu gostaria de
5799000	5801000	falar a minha opção
5801000	5803000	fala o Anderson primeiro
5803000	5805000	depois a Maria
5805000	5807000	eu também escutei
5807000	5809000	o que a Déia comentou
5809000	5811000	eu não sei se é exatamente isso
5811000	5813000	mas
5813000	5815000	é que assim
5815000	5817000	nas medidas produrenciais
5817000	5819000	materiais a gente consegue montar
5819000	5821000	consegue testar
5821000	5823000	agora
5823000	5825000	nas medidas internas
5825000	5827000	isso eu pego o que aconteceu
5827000	5829000	assim comigo
5829000	5831000	que muitas vezes a gente cai
5831000	5833000	em uma armadilha do ego
5833000	5835000	ou se você não está no momento
5835000	5837000	bom de uma vibração elevada
5837000	5839000	você fica sugestivo
5839000	5841000	as manipulações
5841000	5843000	dos meninos levados
5843000	5845000	e acaba não percebendo
5845000	5847000	e sendo ludibriado
5847000	5849000	e
5849000	5851000	não sei se é isso
5851000	5853000	o que ela quis passar
5853000	5855000	mas eu interpretei dessa maneira
5855000	5857000	a gente está fazendo as práticas
5857000	5859000	mas é como a gente consegue
5859000	5861000	testar essas práticas
5861000	5863000	simular
5863000	5865000	uma coisa
5865000	5867000	é
5867000	5869000	não sei
5869000	5871000	uma situação teatral
5871000	5873000	mas você sabe que aquilo não é verdade
5873000	5875000	mas no momento que ela passou
5875000	5877000	uma
5877000	5879000	algo prático
5879000	5881000	eu
5881000	5883000	inicialmente
5883000	5885000	fazia muitas
5885000	5887000	repesas e tudo mais
5887000	5889000	achava que estava no nível bom
5889000	5891000	mas eu
5891000	5893000	caí em muita casca de banana
5893000	5895000	eu
5895000	5897000	inclusão do ego ou manipulação
5897000	5899000	mas enfim
5899000	5901000	a gente tem que continuar
5901000	5903000	e cada vez mais vai evoluindo
5903000	5905000	isso eu realmente
5905000	5907000	percebi agora ultimamente
5907000	5909000	porque teve outros ataques
5909000	5911000	eu vi que eu estou diferente
5911000	5913000	do meu eu
5913000	5915000	de um ano atrás
5915000	5917000	de dois anos atrás
5917000	5919000	não sei se foi isso que a ideia
5919000	5921000	que se colocar no caso da RC
5921000	5923000	tem que ter tudo mais ainda
5923000	5925000	tem que ter o EP
5925000	5927000	tem que ter a reprogramação
5927000	5929000	tem que ter tudo
5929000	5931000	só isso agradeço pela oportunidade
5933000	5935000	ok obrigado
5935000	5937000	eu acho que a Maria queria falar
5937000	5939000	também
5939000	5941000	é somente que você estava
5941000	5943000	comentando a respeito do interno
5943000	5945000	com o externo
5945000	5947000	a congruência dos dois
5947000	5949000	foi no vídeo 103
5949000	5951000	chave mestra inclusive
5951000	5953000	que é o título
5953000	5955000	e o professor frisa muito bem
5955000	5957000	isso da gente
5957000	5959000	trabalhar o interno
5959000	5961000	e
5961000	5963000	levando para o externo e trazendo
5963000	5965000	tudo isso e ele estava nos dando
5965000	5967000	a chave mestra
5967000	5969000	prestem, revejam o vídeo
5969000	5971000	103 é muito importante
5971000	5973000	e com relação
5973000	5975000	a ideia também eu acho que
5975000	5977000	a respiração consciente
5977000	5979000	é importante
5979000	5981000	eu tenho feito
5981000	5983000	também ontem por exemplo
5983000	5985000	quando eu fui assistir
5985000	5987000	o dia que lançou o vídeo
5987000	5989000	do professor 107
5989000	5991000	que eu tinha visto
5991000	5993000	eu sempre faço as minhas coisas na madrugada
5993000	5995000	sabe
5995000	5997000	então eu vi lá
5997000	5999000	que tinha sido lançado o vídeo 107
5999000	6001000	e eu falei eu vou aproveitar
6001000	6003000	aqui e vou ver
6003000	6005000	e foi uma confusão no vídeo
6005000	6007000	porque eu assisti através do meu celular
6007000	6009000	eu tive que
6009000	6011000	tirar dele o modo
6011000	6013000	avião e assistir
6013000	6015000	no meu celular
6015000	6017000	gente
6017000	6019000	o professor repetia o vídeo inteiro
6019000	6021000	só falando de Dharma
6021000	6023000	da noite
6023000	6025000	e eu falei que coisa esquisita porque
6025000	6027000	o professor gravou um vídeo desse
6027000	6029000	não pode, está muito estranho
6029000	6031000	por umas, não sei quantas vezes
6031000	6033000	ele como se ele fosse
6033000	6035000	aqueles rios que se dá o nome
6035000	6037000	repetindo e repetir e repetir
6037000	6039000	e depois começou a voz dele
6039000	6041000	dupla
6041000	6043000	e ele falando e outra voz dele mesmo
6043000	6045000	falando por trás
6045000	6047000	eu falei tá errado, desconectei
6047000	6049000	fui ligar depois
6049000	6051000	de manhã
6051000	6053000	mas ainda estava um pouco sonorlenta
6053000	6055000	ia acontecer na mesma coisa
6055000	6057000	só depois que eu consegui ver o vídeo
6057000	6059000	e não tinha nada daquilo que eu estava ouvindo
6059000	6061000	totalmente diferente
6061000	6063000	que eu falo da noite
6063000	6065000	de brama, do dia de brama
6065000	6067000	aquela coisa toda
6067000	6069000	e eu falei por que ele está falando
6069000	6071000	dessa forma o professor está muito diferente
6071000	6073000	então teve uma interferência
6073000	6075000	aí muito grande
6075000	6077000	muito estranho
6077000	6079000	mas vamos juntos
6079000	6081000	eu estou aqui em Nova Iorque
6081000	6083000	de frente para a praia gente
6083000	6085000	porque eu resolvi
6085000	6087000	fazer a minha cidadania
6087000	6089000	e não sei se está sendo
6089000	6091000	uma boa ideia, estou quase pedindo uma
6091000	6093000	extensão de dois anos para o meu
6093000	6095000	brincar
6095000	6097000	e me livrar porque realmente
6097000	6099000	é uma situação
6099000	6101000	que não me está trazendo conforto
6101000	6103000	tudo me encaminhou
6103000	6105000	para vir aqui
6105000	6107000	aonde eu estou no momento
6107000	6109000	uma praia linda maravilhosa
6109000	6111000	e assim
6111000	6113000	e eu fico vendo
6113000	6115000	essas coisas todas que a gente toma consciência
6115000	6117000	de tudo que está acontecendo
6117000	6119000	está lá o meu marido no sítio
6119000	6121000	onde a gente está
6121000	6123000	no Espírito Santo
6123000	6125000	no momento
6125000	6127000	ele lá sozinho
6127000	6129000	e eu falando com ele
6129000	6131000	e eu falei gentil e o que vai acontecer
6131000	6133000	se eu for esperar esse prazo
6133000	6135000	que vai ser de tudo
6135000	6137000	que estou esperando só finalizar um papel
6137000	6139000	que eu preciso
6139000	6141000	vai dar exatamente na época de agosto e setembro
6141000	6143000	para talvez eu fazer a entrevista
6143000	6145000	da process
6145000	6147000	ok
6147000	6149000	ok só
6149000	6151000	eu tenho que tomar decisão
6151000	6153000	pode falar rena
6153000	6155000	só quero deixar claro
6155000	6157000	Dé
6157000	6159000	minha estimada amiga
6159000	6161000	o que eu quis te dizer
6161000	6163000	não quero que tu tome com uma crítica
6163000	6165000	eu estou 100% de acordo
6165000	6167000	eu tenho feito
6167000	6169000	por hábito
6169000	6171000	3rc por dia
6171000	6173000	e eu acho pouco
6173000	6175000	tá
6175000	6177000	e
6177000	6179000	quanto mais se puder fazer
6179000	6181000	quanto mais em sintonia estivermos
6181000	6183000	sim
6183000	6185000	mas manter o pé no chão
6185000	6187000	a rc
6187000	6189000	ela vai cada vez nos levar
6189000	6191000	mais para o interior
6191000	6193000	vai chegar um ponto que a gente vai transpor
6193000	6195000	esse interior hoje uma
6195000	6197000	colega fez essa pergunta lá no grupo de estudos
6197000	6199000	mas quando que a gente vai saber
6199000	6201000	quando a gente vai entrar
6201000	6203000	isso
6203000	6205000	cada um vai ter a sua certeza absoluta
6205000	6207000	quando vai entrar
6207000	6209000	nós
6209000	6211000	eu pelo menos tenho tido alguns contatos
6211000	6213000	não
6213000	6215000	abrir a porta ainda não estou dentro
6215000	6217000	eu acho que botei a chave
6217000	6219000	estou ali, abre e fecha
6219000	6221000	abre e fecha
6221000	6223000	mas é um caminho
6223000	6225000	e quanto mais
6225000	6227000	nós fizemos as práticas
6227000	6229000	o anderson bem recordou
6229000	6231000	só rc
6231000	6233000	são os eps
6233000	6235000	a reprogramação
6235000	6237000	a técnica do espelho que não é uma coisa
6237000	6239000	simples
6239000	6241000	isso tudo
6241000	6243000	comandante insiste
6243000	6245000	insiste
6245000	6247000	é uma paciência extraordinário
6247000	6249000	que ele insiste conosco
6249000	6251000	nós temos que ser
6251000	6253000	engrandecidos
6253000	6255000	e agradecidos por ele insiste tanto
6255000	6257000	conosco
6257000	6259000	então o que tu falou
6259000	6261000	está ótimo
6261000	6263000	só que
6263000	6265000	eu me sinto
6265000	6267000	na obrigação de falar isso que eu falei pra ti
6267000	6269000	porque hoje
6269000	6271000	é como se fosse
6271000	6273000	uma redundância
6273000	6275000	dizer que a preparação interna
6275000	6277000	deve estar na frente
6277000	6279000	claro que tem que estar na frente
6279000	6281000	quem está no canal sabe
6281000	6283000	que o professor sempre falou que a preparação interna
6283000	6285000	mas hoje o objetivo aqui
6285000	6287000	é a preparação
6287000	6289000	externa o material é o vídeo
6289000	6291000	106 e o vídeo 90
6291000	6293000	como nós tínhamos
6293000	6295000	anticipado o assunto
6295000	6297000	nós podemos fazer um chat
6297000	6299000	só de respiração
6299000	6301000	só das práticas no dia a dia
6301000	6303000	não tem problema
6303000	6305000	eu posso falar o que
6305000	6307000	eu sei
6307000	6309000	que é o que mais ou menos você sabe
6309000	6311000	das experiências pessoais
6311000	6313000	mas o objetivo do nosso
6313000	6315000	chat hoje
6315000	6317000	é as medidas produciais
6317000	6319000	é o
6319000	6321000	é o que foi
6321000	6323000	convocado
6323000	6325000	alguém mais quer comentar alguma coisa
6325000	6327000	nós estamos com pouco tempo temos 13 minutos na frente
6333000	6335000	eu acho legal você seguir Renato
6335000	6337000	que você tem tanto conteúdo pra passar
6337000	6339000	vamos
6339000	6341000	seguindo
6341000	6343000	precisar
6345000	6347000	vamos dar uma pincelada rápida
6347000	6349000	que não temos muito tempo
6349000	6351000	então nos fatores
6351000	6353000	exógenos
6353000	6355000	eu resumindo
6355000	6357000	a minha existência com vocês é que
6357000	6359000	cada um dê um jeito de
6359000	6361000	passar pelos fatores endógenos
6361000	6363000	porque
6363000	6365000	eu tenho o sentimento de que o primeiro
6365000	6367000	fator exógeno vai ser uma coisa boa
6367000	6369000	ok
6369000	6371000	mas
6371000	6373000	isto não evita
6373000	6375000	que a gente se prepare
6375000	6377000	para algum
6377000	6379000	alguns eventos
6379000	6381000	exógenos
6381000	6383000	alguns a acontecendo ok
6383000	6385000	vocês têm acompanhado
6385000	6387000	no próprio canal ele tem
6387000	6389000	alguns sites que acompanham o deslocamento
6389000	6391000	do polo norte
6391000	6393000	segundo o comandante
6393000	6395000	ele está num ponto de não retorno
6395000	6397000	ele está num ponto que nunca esteve
6397000	6399000	num que esteve
6399000	6401000	na atual
6401000	6403000	situação do planeta
6403000	6405000	ou seja
6405000	6407000	o que que o nosso
6407000	6409000	cientista conseguir meditar
6409000	6411000	ele está indo em direção
6411000	6413000	a Sibéria
6413000	6415000	como nunca foi antes
6415000	6417000	ou seja
6417000	6419000	é um indicativo de que
6419000	6421000	pode acontecer uma inversão
6421000	6423000	segundo o vídeo 90
6423000	6425000	o que vai causar
6425000	6427000	a inversão dos polos
6427000	6429000	de forma mais
6429000	6431000	drástica
6431000	6433000	vai ser quando o sistema solar
6433000	6435000	passar pela área de nulo magnético
6435000	6437000	o que que é o nulo magnético
6437000	6439000	é uma zona de transição
6439000	6441000	onde nós
6441000	6443000	perdemos o efeito
6443000	6445000	de uma galáxia
6445000	6447000	para entrar
6447000	6449000	no efeito de um outro sistema
6451000	6453000	então ali existe
6453000	6455000	um lugar
6455000	6457000	que o nosso sistema solar
6457000	6459000	vai passar que é um nulo
6459000	6461000	como isso afeta
6461000	6463000	principalmente o campo magnético
6463000	6465000	da Terra
6465000	6467000	ou seja afetando
6467000	6469000	o campo magnético da Terra
6469000	6471000	que o nosso campo magnético
6471000	6473000	é um campo de proteção
6475000	6477000	de regulação de vida
6477000	6479000	tem um monte de funções
6479000	6481000	do nosso campo magnético
6481000	6483000	e também
6483000	6485000	faz com que
6485000	6487000	possibilite a inversão
6487000	6489000	alguns chamam esse nulo magnético
6489000	6491000	de fecho de fotos
6491000	6493000	o professor até fala
6493000	6495000	mas ele diz que não é
6495000	6497000	100% correto
6497000	6499000	chamar de cinturão de fotos
6499000	6501000	e
6501000	6503000	aliado a isso
6503000	6505000	contemporaneamente junto
6505000	6507000	tem o corpo celeste
6507000	6509000	que está entrando no
6509000	6511000	sistema solar
6511000	6513000	nesse vídeo 90
6513000	6515000	que foi
6515000	6517000	eu acho que foi ali na cruzada
6517000	6519000	de 23 para 24
6519000	6521000	o corpo celeste
6521000	6523000	está passando por Júpiter
6523000	6525000	ele vem numa
6525000	6527000	órbita
6527000	6529000	vão dizer vertical
6529000	6531000	as outras órbitas
6531000	6533000	nós colocamos as órbitas
6533000	6535000	dos planetas
6535000	6537000	ao redor de Sol num plano horizontal
6537000	6539000	imagina ele circulando
6539000	6541000	ao redor de Sol um plano horizontal
6541000	6543000	esse planeta
6543000	6545000	esse corpo
6545000	6547000	celeste
6547000	6549000	que está entrando
6549000	6551000	ele vem
6551000	6553000	numa elitica
6553000	6555000	perpendicular, ou seja
6555000	6557000	ele é vertical ao Sol
6557000	6559000	se nós conseguimos imaginar isso
6559000	6561000	na cabeça
6561000	6563000	ele traz de arrasto
6563000	6565000	um monte de outros corpos
6565000	6567000	celestes
6567000	6569000	esses corpos celestes
6569000	6571000	podem atingir outros
6571000	6573000	esse corpo
6573000	6575000	celeste pode interferir
6575000	6577000	um efeito
6577000	6579000	gravitacional
6579000	6581000	no planeta
6581000	6583000	no Sol
6583000	6585000	então vai haver
6585000	6587000	uma conjunção desses fatores
6589000	6591000	o cinturão de fotos
6591000	6593000	que é o nulo magnético
6593000	6595000	com a entrada desse corpo celeste
6597000	6599000	e aí existem
6599000	6601000	duas
6601000	6603000	vertentes principais
6603000	6605000	entre o pessoal que estuda
6605000	6607000	ou a Terra vai ser
6607000	6609000	fritada
6609000	6611000	ou
6611000	6613000	vai haver uma inversão
6613000	6615000	de polos muito forte
6615000	6617000	com movimento
6617000	6619000	de placas
6619000	6621000	e a Terra vai ser praticamente toda
6621000	6623000	inundada
6623000	6625000	subindo 1.000 metros, 1.100, 1.200
6625000	6627000	aí são teorias pessoal
6627000	6629000	todo mundo
6629000	6631000	tem a sua teoria
6631000	6633000	alguns baseados
6633000	6635000	mais
6635000	6637000	dados científicos, outros menos
6637000	6639000	outros porque
6639000	6641000	disseram
6641000	6643000	outros porque
6643000	6645000	teve alguma divindade
6645000	6647000	que disse
6647000	6649000	então a certo
6649000	6651000	não temos nada
6651000	6653000	mas contemporaneamente
6653000	6655000	a isso
6655000	6657000	provavelmente vai haver movimento
6657000	6659000	de placas, terremotos
6659000	6661000	vulcões
6663000	6665000	muito provavelmente
6665000	6667000	o ar vai ser contaminado também
6667000	6669000	por gases, por radiação
6669000	6671000	por cinzas
6671000	6673000	então tem uma série de fatores
6673000	6675000	aí que vai dar
6675000	6677000	uma sacudida boa
6677000	6679000	uma mexida forte
6679000	6681000	no planeta
6681000	6683000	para...
6683000	6685000	Oi
6685000	6687000	Oi, posso tirar uma dúvida?
6687000	6689000	Sim
6689000	6691000	O que vocês acham que seria
6691000	6693000	para setembro? Porque o professor
6693000	6695000	sempre fala de setembro de
6695000	6697000	2025 como um momento
6697000	6699000	decisivo, muito importante
6699000	6701000	mas o que seria na opinião
6701000	6703000	de vocês, lógico, endógeno
6703000	6705000	exógeno
6705000	6707000	Olha, eu me propus hoje
6707000	6709000	não falar em dados
6709000	6711000	porque eu sabia que essa pergunta
6711000	6713000	vinha, tá?
6713000	6715000	As datas, então
6715000	6717000	vocês olhem os vídeos
6717000	6719000	do professor
6719000	6721000	O professor fala nessa data, né?
6721000	6723000	É uma data que ele fala
6723000	6725000	e
6725000	6727000	teria mais uma opinião mesmo
6727000	6729000	porque cada um, né?
6729000	6731000	Na verdade eu acho que ninguém tem ideia do que que seja
6731000	6733000	mas não é uma data inventada
6733000	6735000	por alguém, por uma data que
6735000	6737000	ele fala
6737000	6739000	Não, não, aí eu discordo
6739000	6741000	eu discordo completamente de você
6741000	6743000	se você for nos vídeos lá
6743000	6745000	de 2021 do professor
6745000	6747000	você vai olhar lá
6747000	6749000	as tabelas que ele mostrou
6749000	6751000	do Diggle
6751000	6753000	mostrando já
6753000	6755000	um...
6755000	6757000	um evento forte
6757000	6759000	que não se sabe o que
6759000	6761000	citando toda a diminuição
6761000	6763000	de países ocidentais
6763000	6765000	e mais pro
6765000	6767000	emissério norte
6767000	6769000	não diz porquê
6769000	6771000	mas é um site
6771000	6773000	muito conectado à defesa
6773000	6775000	aos DGS
6775000	6777000	que fez uma previsão bastante
6777000	6779000	catastrófica, tá?
6779000	6781000	E o ano era 2025
6781000	6783000	O que que não sobra de 25?
6783000	6785000	Sobra daqui pra frente
6785000	6787000	Existem outros
6787000	6789000	espiritualistas, existem outros
6789000	6791000	pesquisadores
6793000	6795000	não da ciência oficial
6795000	6797000	que falam da transição planetária
6797000	6799000	alguns estão falando
6799000	6801000	em 2026
6801000	6803000	outros falam em 2025
6803000	6805000	outros falam
6805000	6807000	em setembro de 2025
6807000	6809000	uns falam em fim de 2025
6811000	6813000	mas existe de tudo
6813000	6815000	eu o que que eu penso
6815000	6817000	eu sei o que o professor fala
6817000	6819000	e pronto, vou estar preparado
6819000	6821000	essa é a minha
6821000	6823000	posição
6823000	6825000	Renato, posso falar um pouquinho?
6825000	6827000	Pode
6827000	6829000	é que
6829000	6831000	quem que falou ali antes
6831000	6833000	é agora
6833000	6835000	Adriana
6835000	6837000	não realmente
6837000	6839000	talvez esteja falando
6839000	6841000	não dos fatores exógenos
6841000	6843000	porque realmente o professor falou
6843000	6845000	que ele não disse o que
6845000	6847000	vai acontecer, mas é uma etapa
6847000	6849000	que vai ser concluída em setembro
6849000	6851000	ele fala, não sei se é vídeo
6851000	6853000	se é live, não sei as outras pessoas
6853000	6855000	para me concordar, eu não estou viajando
6855000	6857000	na maionese porque eu escutei isso também
6857000	6859000	ele fala que vai ser concluída uma etapa
6859000	6861000	muito importante em setembro
6861000	6863000	em 2025, será que eu também estou viajando
6863000	6865000	porque eu escutei isso
6865000	6867000	mas não
6867000	6869000	ele fala da etapa, mas ele não
6869000	6871000	especifica também o que que é
6871000	6873000	eu penso que não tenha
6873000	6875000	que ver com
6875000	6877000	exógenos, endógenos, mas alguma
6877000	6879000	coisa
6879000	6881000	para as famílias internas, talvez
6881000	6883000	é uma etapa para eles que vai ser
6883000	6885000	concluída importante
6885000	6887000	eu ouvi isso também
6889000	6891000	ok, ou seja
6891000	6893000	oi, Luiz
6893000	6895000	posso?
6895000	6897000	sim, fala
6897000	6899000	é, eu estou acompanhando
6899000	6901000	desde o início
6901000	6903000	porque
6903000	6905000	as meninas se referem
6905000	6907000	nas crianças e irmãs
6907000	6909000	ele sempre
6909000	6911000	repetiu algumas vezes
6911000	6913000	que as causas determinantes
6913000	6915000	daqui para frente
6915000	6917000	estariam
6917000	6919000	concursas por essa época
6919000	6921000	eu creio que elas devem ter se
6921000	6923000	referido a isso, é só essa observação
6925000	6927000	ok, vamos
6927000	6929000	sempre ficar o seguinte
6929000	6931000	as interpretações do que
6931000	6933000	o comandante está dizendo, eu acho
6933000	6935000	que são bem pessoais
6935000	6937000	eu vou voltar
6937000	6939000	a repetir, eu estou preparado
6939000	6941000	para tudo
6941000	6943000	tá, o que é tudo
6943000	6945000	eu penso que daqui
6945000	6947000	até setembro
6947000	6949000	os fatores
6949000	6951000	endógenos
6951000	6953000	vão ditar o ritmo do jogo
6953000	6955000	com alguns
6955000	6957000	exógenos
6957000	6959000	começando a fazer
6959000	6961000	efeito também
6961000	6963000	sendo que
6963000	6965000	depois disso
6965000	6967000	ou seja, setembro, outubro
6967000	6969000	setembro, normalmente
6969000	6971000	a gente vai ter
6971000	6973000	algum exógeno forte
6973000	6975000	é a minha posição
6975000	6977000	tá, é o só
6977000	6979000	o que eu vou falar de dato para vocês
6979000	6981000	é o que eu penso
6981000	6983000	eu deduzo
6983000	6985000	eu estudo
6985000	6987000	ok
6987000	6989000	e um aporte também
6989000	6991000	Renato, só um minuto
6991000	6993000	que eu acho que o professor não
6993000	6995000	quer falar nem o que é
6995000	6997000	nem pode
6997000	6999000	principalmente se foram o endógeno
6999000	7001000	porque a gente acaba cocriando
7001000	7003000	né, então
7003000	7005000	melhor
7005000	7007000	esperar pela surpresa para não ajudar
7007000	7009000	os DGS a cocriarem o que eles querem fazer
7011000	7013000	desculpa
7013000	7015000	só complementando, não é só
7015000	7017000	a cocriação
7017000	7019000	eu
7019000	7021000	eu tô preparado por acaso
7021000	7023000	mas eu tô cocriando
7023000	7025000	eu me vejo com energia
7025000	7027000	boas entrando
7027000	7029000	e desvanecendo
7029000	7031000	vel, tirando matrix
7031000	7033000	vocês imaginem eu recuperando
7033000	7035000	todas as minhas memórias
7035000	7037000	eu tendo sabendo o que fazer
7037000	7039000	estando conectado com o meu eu
7039000	7041000	ou seja, eu viro Deus
7041000	7043000	eu tô imaginando isso pessoal
7043000	7045000	eu tô imaginando melhor pra mim
7045000	7047000	vamos pensar assim
7047000	7049000	agora
7049000	7051000	agora o professor
7051000	7053000	não pode chegar pra vocês
7053000	7055000	ao mundo vai terminar em setembro
7055000	7057000	ele pode sofrer processos
7057000	7059000	ele pode sofrer
7059000	7061000	um monte de coisa, Calunias
7061000	7063000	a um cara fundou uma aceita
7063000	7065000	tá dizendo que o fim do mundo
7065000	7067000	ele não pode fazer isso
7067000	7069000	nenhuma pessoa
7069000	7071000	descer consciência
7071000	7073000	inteligente como mulher
7073000	7075000	vai fazer isso
7075000	7077000	agora ele pode dar indicativos
